"SurveyResponseID","AnswerNumber","CycleOwnership"
3610265,73,"Hire a bike in NZ"
3610269,76,"Hire a bike in NZ"
3610270,86,"Hire a bike in NZ"
3610285,88,"Hire a bike in NZ"
3610297,102,"Hire a bike in NZ"
3610317,75,"Hire a bike in NZ"
3610320,75,"Hire a bike in NZ"
3610334,65,"Hire a bike in NZ"
3610340,88,"Hire a bike in NZ"
3610369,87,"Hire a bike in NZ"
3610382,82,"Hire a bike in NZ"
3610407,124,"Hire a bike in NZ"
3610062,79,"Hire a bike in NZ"
3610197,66,"Hire a bike in NZ"
3610198,58,"Hire a bike in NZ"
3610229,73,"Hire a bike in NZ"
3610017,128,"Hire a bike in NZ"
3610022,127,"Hire a bike in NZ"
3610025,130,"Hire a bike in NZ"
3609984,111,"Hire a bike in NZ"
3609998,150,"Hire a bike in NZ"
3609999,113,"Hire a bike in NZ"
3610005,96,"Hire a bike in NZ"
3610007,79,"Hire a bike in NZ"
3609929,109,"Hire a bike in NZ"
3609920,83,"Hire a bike in NZ"
3609919,83,"Hire a bike in NZ"
3609855,118,"Hire a bike in NZ"
3609899,106,"Hire a bike in NZ"
3609835,79,"Hire a bike in NZ"
3610148,117,"Hire a bike in NZ"
3610180,75,"Hire a bike in NZ"
3610082,87,"Hire a bike in NZ"
3610084,86,"Hire a bike in NZ"
3610121,80,"Hire a bike in NZ"
3610092,87,"Hire a bike in NZ"
3610102,111,"Hire a bike in NZ"
3606953,75,"Hire a bike in NZ"
3607052,63,"Hire a bike in NZ"
3607054,68,"Hire a bike in NZ"
3607055,65,"Hire a bike in NZ"
3607057,56,"Hire a bike in NZ"
3607059,72,"Hire a bike in NZ"
3606908,73,"Hire a bike in NZ"
3606914,80,"Hire a bike in NZ"
3606892,90,"Hire a bike in NZ"
3606930,100,"Hire a bike in NZ"
3606967,63,"Hire a bike in NZ"
3606972,88,"Hire a bike in NZ"
3606974,59,"Hire a bike in NZ"
3606983,70,"Hire a bike in NZ"
3606996,75,"Hire a bike in NZ"
3607004,65,"Hire a bike in NZ"
3607018,69,"Hire a bike in NZ"
3607035,57,"Hire a bike in NZ"
3606770,92,"Hire a bike in NZ"
3606776,123,"Hire a bike in NZ"
3606861,91,"Hire a bike in NZ"
3606875,82,"Hire a bike in NZ"
3606881,72,"Hire a bike in NZ"
3606814,70,"Hire a bike in NZ"
3606818,95,"Hire a bike in NZ"
3606824,116,"Hire a bike in NZ"
3606834,103,"Hire a bike in NZ"
3606837,81,"Hire a bike in NZ"
3606592,73,"Hire a bike in NZ"
3606690,64,"Hire a bike in NZ"
3606698,74,"Hire a bike in NZ"
3606498,73,"Hire a bike in NZ"
3606508,98,"Hire a bike in NZ"
3606510,73,"Hire a bike in NZ"
3606539,96,"Hire a bike in NZ"
3606540,78,"Hire a bike in NZ"
3606548,71,"Hire a bike in NZ"
3606569,91,"Hire a bike in NZ"
3606445,64,"Hire a bike in NZ"
3606495,77,"Hire a bike in NZ"
3606610,63,"Hire a bike in NZ"
3606627,86,"Hire a bike in NZ"
3606641,97,"Hire a bike in NZ"
3606186,76,"Hire a bike in NZ"
3606116,119,"Hire a bike in NZ"
3606130,89,"Hire a bike in NZ"
3606137,76,"Hire a bike in NZ"
3606029,84,"Hire a bike in NZ"
3606038,78,"Hire a bike in NZ"
3606238,65,"Hire a bike in NZ"
3606244,61,"Hire a bike in NZ"
3606269,80,"Hire a bike in NZ"
3606305,71,"Hire a bike in NZ"
3606309,61,"Hire a bike in NZ"
3606319,59,"Hire a bike in NZ"
3606354,104,"Hire a bike in NZ"
3606275,68,"Hire a bike in NZ"
3606432,94,"Hire a bike in NZ"
3605992,66,"Hire a bike in NZ"
3605857,94,"Hire a bike in NZ"
3605862,94,"Hire a bike in NZ"
3605977,75,"Hire a bike in NZ"
3605987,74,"Hire a bike in NZ"
3605902,67,"Hire a bike in NZ"
3605904,82,"Hire a bike in NZ"
3605952,94,"Hire a bike in NZ"
3605970,119,"Hire a bike in NZ"
3605973,84,"Hire a bike in NZ"
3605672,97,"Hire a bike in NZ"
3605769,77,"Hire a bike in NZ"
3605779,89,"Hire a bike in NZ"
3605784,98,"Hire a bike in NZ"
3605793,86,"Hire a bike in NZ"
3605794,80,"Hire a bike in NZ"
3605883,83,"Hire a bike in NZ"
3605887,82,"Hire a bike in NZ"
3605888,59,"Hire a bike in NZ"
3605896,79,"Hire a bike in NZ"
3605464,100,"Hire a bike in NZ"
3605476,82,"Hire a bike in NZ"
3605487,112,"Hire a bike in NZ"
3605572,75,"Hire a bike in NZ"
3605573,114,"Hire a bike in NZ"
3605592,69,"Hire a bike in NZ"
3605604,81,"Hire a bike in NZ"
3605622,81,"Hire a bike in NZ"
3605628,101,"Hire a bike in NZ"
3605636,90,"Hire a bike in NZ"
3605683,94,"Hire a bike in NZ"
3605684,69,"Hire a bike in NZ"
3605697,97,"Hire a bike in NZ"
3605704,103,"Hire a bike in NZ"
3605709,63,"Hire a bike in NZ"
3605726,96,"Hire a bike in NZ"
3605728,97,"Hire a bike in NZ"
3605736,102,"Hire a bike in NZ"
3605738,81,"Hire a bike in NZ"
3605307,56,"Hire a bike in NZ"
3605326,63,"Hire a bike in NZ"
3605430,72,"Hire a bike in NZ"
3605347,123,"Hire a bike in NZ"
3605181,63,"Hire a bike in NZ"
3605284,79,"Hire a bike in NZ"
3605295,77,"Hire a bike in NZ"
3605160,67,"Hire a bike in NZ"
3605175,71,"Hire a bike in NZ"
3605111,72,"Hire a bike in NZ"
3605036,140,"Hire a bike in NZ"
3605015,69,"Hire a bike in NZ"
3604946,83,"Hire a bike in NZ"
3605000,61,"Hire a bike in NZ"
3604840,61,"Hire a bike in NZ"
3604869,76,"Hire a bike in NZ"
3604786,69,"Hire a bike in NZ"
3604589,65,"Hire a bike in NZ"
3604614,89,"Hire a bike in NZ"
3604629,73,"Hire a bike in NZ"
3604662,77,"Hire a bike in NZ"
3604665,66,"Hire a bike in NZ"
3604461,64,"Hire a bike in NZ"
3604481,84,"Hire a bike in NZ"
3604485,56,"Hire a bike in NZ"
3604324,90,"Hire a bike in NZ"
3604334,57,"Hire a bike in NZ"
3604345,94,"Hire a bike in NZ"
3604255,69,"Hire a bike in NZ"
3604094,67,"Hire a bike in NZ"
3604125,71,"Hire a bike in NZ"
3604069,77,"Hire a bike in NZ"
3603779,100,"Hire a bike in NZ"
3603852,60,"Hire a bike in NZ"
3603887,62,"Hire a bike in NZ"
3603888,71,"Hire a bike in NZ"
3603904,65,"Hire a bike in NZ"
3603946,62,"Hire a bike in NZ"
3603975,70,"Hire a bike in NZ"
3604004,60,"Hire a bike in NZ"
3603527,71,"Hire a bike in NZ"
3603540,65,"Hire a bike in NZ"
3603569,71,"Hire a bike in NZ"
3603627,58,"Hire a bike in NZ"
3603394,85,"Hire a bike in NZ"
3603319,63,"Hire a bike in NZ"
3603373,78,"Hire a bike in NZ"
3603374,66,"Hire a bike in NZ"
3603448,64,"Hire a bike in NZ"
3603467,79,"Hire a bike in NZ"
3603474,61,"Hire a bike in NZ"
3603488,66,"Hire a bike in NZ"
3603503,124,"Hire a bike in NZ"
3603200,69,"Hire a bike in NZ"
3603218,83,"Hire a bike in NZ"
3603176,80,"Hire a bike in NZ"
3603157,62,"Hire a bike in NZ"
3602993,55,"Hire a bike in NZ"
3603027,59,"Hire a bike in NZ"
3603039,71,"Hire a bike in NZ"
3603061,77,"Hire a bike in NZ"
3602968,87,"Hire a bike in NZ"
3602938,66,"Hire a bike in NZ"
3602847,94,"Hire a bike in NZ"
3602850,77,"Hire a bike in NZ"
3602884,60,"Hire a bike in NZ"
3602919,76,"Hire a bike in NZ"
3602673,83,"Hire a bike in NZ"
3602764,80,"Hire a bike in NZ"
3602824,59,"Hire a bike in NZ"
3602832,78,"Hire a bike in NZ"
3602675,65,"Hire a bike in NZ"
3602653,70,"Hire a bike in NZ"
3602658,71,"Hire a bike in NZ"
3602608,55,"Hire a bike in NZ"
3602626,68,"Hire a bike in NZ"
3602429,69,"Hire a bike in NZ"
3602439,103,"Hire a bike in NZ"
3602392,62,"Hire a bike in NZ"
3602464,68,"Hire a bike in NZ"
3602424,73,"Hire a bike in NZ"
3602425,68,"Hire a bike in NZ"
3602306,108,"Hire a bike in NZ"
3602369,77,"Hire a bike in NZ"
3602322,83,"Hire a bike in NZ"
3602312,114,"Hire a bike in NZ"
3602292,73,"Hire a bike in NZ"
3602293,81,"Hire a bike in NZ"
3602302,67,"Hire a bike in NZ"
3602157,72,"Hire a bike in NZ"
3601894,66,"Hire a bike in NZ"
3601996,68,"Hire a bike in NZ"
3602076,77,"Hire a bike in NZ"
3602165,97,"Hire a bike in NZ"
3602182,90,"Hire a bike in NZ"
3602233,136,"Hire a bike in NZ"
3602259,75,"Hire a bike in NZ"
3602261,84,"Hire a bike in NZ"
3602015,72,"Hire a bike in NZ"
3602282,71,"Hire a bike in NZ"
3601908,70,"Hire a bike in NZ"
3601875,71,"Hire a bike in NZ"
3601831,80,"Hire a bike in NZ"
3601807,63,"Hire a bike in NZ"
3601788,82,"Hire a bike in NZ"
3601696,65,"Hire a bike in NZ"
3601664,68,"Hire a bike in NZ"
3601596,65,"Hire a bike in NZ"
3601576,69,"Hire a bike in NZ"
3601560,69,"Hire a bike in NZ"
3601543,75,"Hire a bike in NZ"
3601523,62,"Hire a bike in NZ"
3601349,64,"Hire a bike in NZ"
3601380,82,"Hire a bike in NZ"
3601346,69,"Hire a bike in NZ"
3601314,88,"Hire a bike in NZ"
3601243,80,"Hire a bike in NZ"
3601196,59,"Hire a bike in NZ"
3601223,77,"Hire a bike in NZ"
3601106,80,"Hire a bike in NZ"
3601166,100,"Hire a bike in NZ"
3601171,56,"Hire a bike in NZ"
3600894,97,"Hire a bike in NZ"
3600908,105,"Hire a bike in NZ"
3601099,83,"Hire a bike in NZ"
3600851,138,"Hire a bike in NZ"
3600854,79,"Hire a bike in NZ"
3600874,66,"Hire a bike in NZ"
3600878,79,"Hire a bike in NZ"
3600880,104,"Hire a bike in NZ"
3600888,93,"Hire a bike in NZ"
3600922,72,"Hire a bike in NZ"
3600986,74,"Hire a bike in NZ"
3600998,103,"Hire a bike in NZ"
3600818,57,"Hire a bike in NZ"
3600801,59,"Hire a bike in NZ"
3600760,57,"Hire a bike in NZ"
3600775,108,"Hire a bike in NZ"
3600701,107,"Hire a bike in NZ"
3600459,60,"Hire a bike in NZ"
3600540,90,"Hire a bike in NZ"
3600583,64,"Hire a bike in NZ"
3600598,78,"Hire a bike in NZ"
3600621,117,"Hire a bike in NZ"
3600608,126,"Hire a bike in NZ"
3600658,122,"Hire a bike in NZ"
3600142,101,"Hire a bike in NZ"
3600149,87,"Hire a bike in NZ"
3600168,75,"Hire a bike in NZ"
3600258,82,"Hire a bike in NZ"
3600275,55,"Hire a bike in NZ"
3600318,72,"Hire a bike in NZ"
3600327,96,"Hire a bike in NZ"
3600339,91,"Hire a bike in NZ"
3600342,103,"Hire a bike in NZ"
3600352,55,"Hire a bike in NZ"
3600366,88,"Hire a bike in NZ"
3600367,88,"Hire a bike in NZ"
3600228,84,"Hire a bike in NZ"
3600397,103,"Hire a bike in NZ"
3600414,53,"Hire a bike in NZ"
3600440,73,"Hire a bike in NZ"
3599718,87,"Hire a bike in NZ"
3599790,57,"Hire a bike in NZ"
3599813,65,"Hire a bike in NZ"
3599823,59,"Hire a bike in NZ"
3599851,97,"Hire a bike in NZ"
3599856,92,"Hire a bike in NZ"
3599865,71,"Hire a bike in NZ"
3599867,80,"Hire a bike in NZ"
3599875,99,"Hire a bike in NZ"
3599917,62,"Hire a bike in NZ"
3599958,76,"Hire a bike in NZ"
3599971,78,"Hire a bike in NZ"
3600017,63,"Hire a bike in NZ"
3600026,132,"Hire a bike in NZ"
3600088,118,"Hire a bike in NZ"
3600127,77,"Hire a bike in NZ"
3599638,76,"Hire a bike in NZ"
3599734,114,"Hire a bike in NZ"
3599745,106,"Hire a bike in NZ"
3599777,63,"Hire a bike in NZ"
3599689,66,"Hire a bike in NZ"
3599691,90,"Hire a bike in NZ"
3599599,57,"Hire a bike in NZ"
3599605,71,"Hire a bike in NZ"
3599588,73,"Hire a bike in NZ"
3599553,76,"Hire a bike in NZ"
3599525,69,"Hire a bike in NZ"
3599492,65,"Hire a bike in NZ"
3599478,75,"Hire a bike in NZ"
3599397,63,"Hire a bike in NZ"
3599291,81,"Hire a bike in NZ"
3599284,61,"Hire a bike in NZ"
3599372,70,"Hire a bike in NZ"
3599277,71,"Hire a bike in NZ"
3599265,64,"Hire a bike in NZ"
3599185,74,"Hire a bike in NZ"
3599196,73,"Hire a bike in NZ"
3599161,57,"Hire a bike in NZ"
3599151,74,"Hire a bike in NZ"
3599126,60,"Hire a bike in NZ"
3599066,76,"Hire a bike in NZ"
3598982,80,"Hire a bike in NZ"
3598904,96,"Hire a bike in NZ"
3598882,84,"Hire a bike in NZ"
3598926,89,"Hire a bike in NZ"
3598946,80,"Hire a bike in NZ"
3598958,66,"Hire a bike in NZ"
3598959,96,"Hire a bike in NZ"
3598960,86,"Hire a bike in NZ"
3598961,68,"Hire a bike in NZ"
3598861,77,"Hire a bike in NZ"
3598862,69,"Hire a bike in NZ"
3598872,89,"Hire a bike in NZ"
3598755,56,"Hire a bike in NZ"
3598779,57,"Hire a bike in NZ"
3598792,104,"Hire a bike in NZ"
3598803,95,"Hire a bike in NZ"
3598821,58,"Hire a bike in NZ"
3598826,101,"Hire a bike in NZ"
3598681,79,"Hire a bike in NZ"
3598686,85,"Hire a bike in NZ"
3598712,65,"Hire a bike in NZ"
3598714,105,"Hire a bike in NZ"
3598737,78,"Hire a bike in NZ"
3598595,85,"Hire a bike in NZ"
3598627,86,"Hire a bike in NZ"
3598649,93,"Hire a bike in NZ"
3598650,117,"Hire a bike in NZ"
3598598,91,"Hire a bike in NZ"
3598546,87,"Hire a bike in NZ"
3598551,92,"Hire a bike in NZ"
3598554,53,"Hire a bike in NZ"
3598466,86,"Hire a bike in NZ"
3598477,96,"Hire a bike in NZ"
3598447,105,"Hire a bike in NZ"
3598543,58,"Hire a bike in NZ"
3598248,78,"Hire a bike in NZ"
3598255,72,"Hire a bike in NZ"
3598261,121,"Hire a bike in NZ"
3598268,82,"Hire a bike in NZ"
3598273,91,"Hire a bike in NZ"
3598290,87,"Hire a bike in NZ"
3598294,101,"Hire a bike in NZ"
3598325,102,"Hire a bike in NZ"
3598346,104,"Hire a bike in NZ"
3598366,57,"Hire a bike in NZ"
3598383,86,"Hire a bike in NZ"
3598425,96,"Hire a bike in NZ"
3598430,97,"Hire a bike in NZ"
3597997,78,"Hire a bike in NZ"
3598031,104,"Hire a bike in NZ"
3598008,76,"Hire a bike in NZ"
3597975,58,"Hire a bike in NZ"
3597925,92,"Hire a bike in NZ"
3597870,76,"Hire a bike in NZ"
3597874,109,"Hire a bike in NZ"
3598104,72,"Hire a bike in NZ"
3598109,108,"Hire a bike in NZ"
3598080,83,"Hire a bike in NZ"
3598124,102,"Hire a bike in NZ"
3598132,86,"Hire a bike in NZ"
3598188,96,"Hire a bike in NZ"
3598214,71,"Hire a bike in NZ"
3598220,65,"Hire a bike in NZ"
3598229,76,"Hire a bike in NZ"
3597752,90,"Hire a bike in NZ"
3597754,73,"Hire a bike in NZ"
3597770,102,"Hire a bike in NZ"
3597398,80,"Hire a bike in NZ"
3597689,74,"Hire a bike in NZ"
3597743,120,"Hire a bike in NZ"
3597825,81,"Hire a bike in NZ"
3597833,84,"Hire a bike in NZ"
3597839,70,"Hire a bike in NZ"
3597800,79,"Hire a bike in NZ"
3597856,97,"Hire a bike in NZ"
3597860,86,"Hire a bike in NZ"
3597861,63,"Hire a bike in NZ"
3597656,82,"Hire a bike in NZ"
3597628,75,"Hire a bike in NZ"
3597634,125,"Hire a bike in NZ"
3597554,74,"Hire a bike in NZ"
3597561,81,"Hire a bike in NZ"
3597569,124,"Hire a bike in NZ"
3597580,75,"Hire a bike in NZ"
3597529,67,"Hire a bike in NZ"
3597542,62,"Hire a bike in NZ"
3597595,76,"Hire a bike in NZ"
3597427,79,"Hire a bike in NZ"
3597364,56,"Hire a bike in NZ"
3597443,75,"Hire a bike in NZ"
3597459,69,"Hire a bike in NZ"
3597467,87,"Hire a bike in NZ"
3597491,75,"Hire a bike in NZ"
3597492,73,"Hire a bike in NZ"
3597478,78,"Hire a bike in NZ"
3597515,84,"Hire a bike in NZ"
3597263,66,"Hire a bike in NZ"
3597268,74,"Hire a bike in NZ"
3597287,93,"Hire a bike in NZ"
3597292,73,"Hire a bike in NZ"
3597312,71,"Hire a bike in NZ"
3597329,60,"Hire a bike in NZ"
3597351,86,"Hire a bike in NZ"
3597372,67,"Hire a bike in NZ"
3597381,69,"Hire a bike in NZ"
3597214,94,"Hire a bike in NZ"
3597215,83,"Hire a bike in NZ"
3597230,58,"Hire a bike in NZ"
3597250,64,"Hire a bike in NZ"
3597132,54,"Hire a bike in NZ"
3597159,58,"Hire a bike in NZ"
3597184,102,"Hire a bike in NZ"
3597188,79,"Hire a bike in NZ"
3597192,76,"Hire a bike in NZ"
3597202,69,"Hire a bike in NZ"
3597209,66,"Hire a bike in NZ"
3596974,62,"Hire a bike in NZ"
3596980,59,"Hire a bike in NZ"
3596981,59,"Hire a bike in NZ"
3596994,64,"Hire a bike in NZ"
3596995,69,"Hire a bike in NZ"
3596999,56,"Hire a bike in NZ"
3597024,67,"Hire a bike in NZ"
3597025,67,"Hire a bike in NZ"
3597018,67,"Hire a bike in NZ"
3597050,58,"Hire a bike in NZ"
3597067,69,"Hire a bike in NZ"
3597101,70,"Hire a bike in NZ"
3596471,59,"Hire a bike in NZ"
3596440,66,"Hire a bike in NZ"
3596268,70,"Hire a bike in NZ"
3596396,82,"Hire a bike in NZ"
3596338,57,"Hire a bike in NZ"
3596152,92,"Hire a bike in NZ"
3596182,71,"Hire a bike in NZ"
3596197,77,"Hire a bike in NZ"
3596206,74,"Hire a bike in NZ"
3596221,71,"Hire a bike in NZ"
3596245,89,"Hire a bike in NZ"
3596255,76,"Hire a bike in NZ"
3596284,92,"Hire a bike in NZ"
3596296,79,"Hire a bike in NZ"
3596484,64,"Hire a bike in NZ"
3596542,78,"Hire a bike in NZ"
3596582,101,"Hire a bike in NZ"
3596585,68,"Hire a bike in NZ"
3596633,76,"Hire a bike in NZ"
3596639,84,"Hire a bike in NZ"
3596705,66,"Hire a bike in NZ"
3596716,73,"Hire a bike in NZ"
3596609,77,"Hire a bike in NZ"
3596631,67,"Hire a bike in NZ"
3596774,66,"Hire a bike in NZ"
3596784,77,"Hire a bike in NZ"
3596790,78,"Hire a bike in NZ"
3596804,84,"Hire a bike in NZ"
3596860,82,"Hire a bike in NZ"
3596889,61,"Hire a bike in NZ"
3596890,95,"Hire a bike in NZ"
3596900,103,"Hire a bike in NZ"
3596907,113,"Hire a bike in NZ"
3596955,81,"Hire a bike in NZ"
3596957,79,"Hire a bike in NZ"
3596965,58,"Hire a bike in NZ"
3595757,107,"Hire a bike in NZ"
3595649,74,"Hire a bike in NZ"
3595662,79,"Hire a bike in NZ"
3595689,106,"Hire a bike in NZ"
3595704,65,"Hire a bike in NZ"
3595626,64,"Hire a bike in NZ"
3595581,86,"Hire a bike in NZ"
3595565,70,"Hire a bike in NZ"
3595549,77,"Hire a bike in NZ"
3595779,62,"Hire a bike in NZ"
3595854,82,"Hire a bike in NZ"
3595865,82,"Hire a bike in NZ"
3595923,80,"Hire a bike in NZ"
3595954,72,"Hire a bike in NZ"
3595970,90,"Hire a bike in NZ"
3595971,86,"Hire a bike in NZ"
3595975,53,"Hire a bike in NZ"
3595983,83,"Hire a bike in NZ"
3596000,74,"Hire a bike in NZ"
3596017,69,"Hire a bike in NZ"
3596081,60,"Hire a bike in NZ"
3595473,73,"Hire a bike in NZ"
3595414,66,"Hire a bike in NZ"
3595444,63,"Hire a bike in NZ"
3595073,56,"Hire a bike in NZ"
3595269,77,"Hire a bike in NZ"
3595285,73,"Hire a bike in NZ"
3595171,69,"Hire a bike in NZ"
3595134,64,"Hire a bike in NZ"
3595090,71,"Hire a bike in NZ"
3595075,64,"Hire a bike in NZ"
3594999,65,"Hire a bike in NZ"
3595008,63,"Hire a bike in NZ"
3594951,64,"Hire a bike in NZ"
3594973,70,"Hire a bike in NZ"
3594959,78,"Hire a bike in NZ"
3594963,59,"Hire a bike in NZ"
3594941,64,"Hire a bike in NZ"
3594943,66,"Hire a bike in NZ"
3594918,70,"Hire a bike in NZ"
3594901,86,"Hire a bike in NZ"
3594907,69,"Hire a bike in NZ"
3594850,71,"Hire a bike in NZ"
3594789,83,"Hire a bike in NZ"
3594743,72,"Hire a bike in NZ"
3594772,81,"Hire a bike in NZ"
3594798,84,"Hire a bike in NZ"
3594822,73,"Hire a bike in NZ"
3594825,98,"Hire a bike in NZ"
3594829,94,"Hire a bike in NZ"
3594665,71,"Hire a bike in NZ"
3594628,66,"Hire a bike in NZ"
3594571,76,"Hire a bike in NZ"
3594612,73,"Hire a bike in NZ"
3594524,64,"Hire a bike in NZ"
3594536,74,"Hire a bike in NZ"
3594499,61,"Hire a bike in NZ"
3594509,75,"Hire a bike in NZ"
3594479,70,"Hire a bike in NZ"
3594345,65,"Hire a bike in NZ"
3594373,59,"Hire a bike in NZ"
3594288,60,"Hire a bike in NZ"
3594276,65,"Hire a bike in NZ"
3594268,62,"Hire a bike in NZ"
3594251,67,"Hire a bike in NZ"
3594194,68,"Hire a bike in NZ"
3594237,57,"Hire a bike in NZ"
3594160,82,"Hire a bike in NZ"
3594099,78,"Hire a bike in NZ"
3593916,80,"Hire a bike in NZ"
3593915,67,"Hire a bike in NZ"
3594019,57,"Hire a bike in NZ"
3594038,72,"Hire a bike in NZ"
3593920,69,"Hire a bike in NZ"
3593838,63,"Hire a bike in NZ"
3593796,70,"Hire a bike in NZ"
3593642,95,"Hire a bike in NZ"
3593775,82,"Hire a bike in NZ"
3593714,65,"Hire a bike in NZ"
3593692,78,"Hire a bike in NZ"
3593670,80,"Hire a bike in NZ"
3593605,71,"Hire a bike in NZ"
3593528,70,"Hire a bike in NZ"
3593551,59,"Hire a bike in NZ"
3593488,79,"Hire a bike in NZ"
3593506,81,"Hire a bike in NZ"
3593424,65,"Hire a bike in NZ"
3593394,75,"Hire a bike in NZ"
3593368,77,"Hire a bike in NZ"
3593384,73,"Hire a bike in NZ"
3593345,84,"Hire a bike in NZ"
3593336,55,"Hire a bike in NZ"
3593338,73,"Hire a bike in NZ"
3593260,77,"Hire a bike in NZ"
3593216,93,"Hire a bike in NZ"
3593168,63,"Hire a bike in NZ"
3593200,81,"Hire a bike in NZ"
3593201,58,"Hire a bike in NZ"
3593147,76,"Hire a bike in NZ"
3593116,74,"Hire a bike in NZ"
3593151,97,"Hire a bike in NZ"
3593163,61,"Hire a bike in NZ"
3593164,75,"Hire a bike in NZ"
3593102,76,"Hire a bike in NZ"
3593071,66,"Hire a bike in NZ"
3592986,78,"Hire a bike in NZ"
3592930,77,"Hire a bike in NZ"
3592726,74,"Hire a bike in NZ"
3592727,57,"Hire a bike in NZ"
3592728,96,"Hire a bike in NZ"
3592811,76,"Hire a bike in NZ"
3592825,61,"Hire a bike in NZ"
3592833,72,"Hire a bike in NZ"
3592834,75,"Hire a bike in NZ"
3592852,57,"Hire a bike in NZ"
3592686,83,"Hire a bike in NZ"
3592614,72,"Hire a bike in NZ"
3592717,80,"Hire a bike in NZ"
3592661,73,"Hire a bike in NZ"
3592639,68,"Hire a bike in NZ"
3592585,76,"Hire a bike in NZ"
3592593,74,"Hire a bike in NZ"
3592595,66,"Hire a bike in NZ"
3592513,60,"Hire a bike in NZ"
3592552,85,"Hire a bike in NZ"
3592561,82,"Hire a bike in NZ"
3592562,71,"Hire a bike in NZ"
3592536,72,"Hire a bike in NZ"
3592537,95,"Hire a bike in NZ"
3592540,75,"Hire a bike in NZ"
3592498,77,"Hire a bike in NZ"
3592488,73,"Hire a bike in NZ"
3592484,75,"Hire a bike in NZ"
3592487,82,"Hire a bike in NZ"
3591979,81,"Hire a bike in NZ"
3591997,88,"Hire a bike in NZ"
3592452,58,"Hire a bike in NZ"
3592287,80,"Hire a bike in NZ"
3592305,73,"Hire a bike in NZ"
3591961,76,"Hire a bike in NZ"
3591902,96,"Hire a bike in NZ"
3591913,106,"Hire a bike in NZ"
3591917,90,"Hire a bike in NZ"
3591822,119,"Hire a bike in NZ"
3591852,76,"Hire a bike in NZ"
3591880,67,"Hire a bike in NZ"
3591894,85,"Hire a bike in NZ"
3592163,76,"Hire a bike in NZ"
3592168,114,"Hire a bike in NZ"
3592170,79,"Hire a bike in NZ"
3592173,108,"Hire a bike in NZ"
3592175,83,"Hire a bike in NZ"
3592204,83,"Hire a bike in NZ"
3592205,86,"Hire a bike in NZ"
3592017,93,"Hire a bike in NZ"
3592018,102,"Hire a bike in NZ"
3592025,91,"Hire a bike in NZ"
3592218,61,"Hire a bike in NZ"
3591766,91,"Hire a bike in NZ"
3591785,104,"Hire a bike in NZ"
3591786,101,"Hire a bike in NZ"
3591800,81,"Hire a bike in NZ"
3591813,88,"Hire a bike in NZ"
3591340,97,"Hire a bike in NZ"
3591357,97,"Hire a bike in NZ"
3591364,92,"Hire a bike in NZ"
3591368,68,"Hire a bike in NZ"
3591683,85,"Hire a bike in NZ"
3591688,110,"Hire a bike in NZ"
3591698,91,"Hire a bike in NZ"
3591703,93,"Hire a bike in NZ"
3591709,98,"Hire a bike in NZ"
3591720,74,"Hire a bike in NZ"
3591722,105,"Hire a bike in NZ"
3591732,78,"Hire a bike in NZ"
3591177,54,"Hire a bike in NZ"
3591210,87,"Hire a bike in NZ"
3590700,86,"Hire a bike in NZ"
3591292,67,"Hire a bike in NZ"
3591184,72,"Hire a bike in NZ"
3591191,112,"Hire a bike in NZ"
3591200,66,"Hire a bike in NZ"
3591148,74,"Hire a bike in NZ"
3591155,91,"Hire a bike in NZ"
3591167,69,"Hire a bike in NZ"
3591169,59,"Hire a bike in NZ"
3591119,88,"Hire a bike in NZ"
3591082,66,"Hire a bike in NZ"
3591096,105,"Hire a bike in NZ"
3591102,74,"Hire a bike in NZ"
3591016,82,"Hire a bike in NZ"
3591030,82,"Hire a bike in NZ"
3591033,88,"Hire a bike in NZ"
3591039,62,"Hire a bike in NZ"
3590911,95,"Hire a bike in NZ"
3591048,117,"Hire a bike in NZ"
3590714,56,"Hire a bike in NZ"
3590851,83,"Hire a bike in NZ"
3590895,93,"Hire a bike in NZ"
3590903,74,"Hire a bike in NZ"
3590939,86,"Hire a bike in NZ"
3590941,67,"Hire a bike in NZ"
3590970,82,"Hire a bike in NZ"
3590987,113,"Hire a bike in NZ"
3590994,80,"Hire a bike in NZ"
3590673,88,"Hire a bike in NZ"
3590674,76,"Hire a bike in NZ"
3590675,106,"Hire a bike in NZ"
3590682,94,"Hire a bike in NZ"
3590572,67,"Hire a bike in NZ"
3590598,84,"Hire a bike in NZ"
3590617,66,"Hire a bike in NZ"
3590641,95,"Hire a bike in NZ"
3590646,59,"Hire a bike in NZ"
3590241,88,"Hire a bike in NZ"
3590259,73,"Hire a bike in NZ"
3590265,68,"Hire a bike in NZ"
3590273,73,"Hire a bike in NZ"
3590310,75,"Hire a bike in NZ"
3590311,65,"Hire a bike in NZ"
3590334,77,"Hire a bike in NZ"
3590201,61,"Hire a bike in NZ"
3590207,78,"Hire a bike in NZ"
3590232,63,"Hire a bike in NZ"
3590473,85,"Hire a bike in NZ"
3590508,79,"Hire a bike in NZ"
3590518,80,"Hire a bike in NZ"
3592410,71,"Hire a bike in NZ"
3592418,75,"Hire a bike in NZ"
3592432,63,"Hire a bike in NZ"
3592446,74,"Hire a bike in NZ"
3591504,67,"Hire a bike in NZ"
3592391,90,"Hire a bike in NZ"
3590151,75,"Hire a bike in NZ"
