"SurveyResponseID","AnswerNumber","AnswerYN","AmenityType"
3602298,143,"Yes","Accommodation"
3603029,149,"Yes","Accommodation"
3602298,144,"Yes","Transport"
3602332,147,"Yes","Accommodation"
3617244,171,"Yes","Activities"
3604982,154,"Yes","Activities"
3611447,189,"Yes","Accommodation"
3602039,141,"Yes","Transport"
3611979,132,"Yes","Accommodation"
3604671,152,"Yes","Transport"
3602762,137,"Yes","Accommodation"
3604782,137,"Yes","Accommodation"
3604791,161,"Yes","Accommodation"
3604807,129,"Yes","Accommodation"
3611879,148,"No","All"
3617328,273,"Yes","Activities"
3604982,153,"Yes","Transport"
3603031,252,"Yes","Accommodation"
3604989,143,"Yes","Transport"
3603063,163,"Yes","Accommodation"
3602457,123,"Yes","Accommodation"
3603114,153,"Yes","Accommodation"
3602443,189,"Yes","Transport"
3602493,138,"Yes","Transport"
3603166,155,"Yes","Accommodation"
3605098,145,"Yes","Accommodation"
3602634,147,"Yes","Accommodation"
3617614,116,"No","All"
3605114,151,"No","All"
3605089,142,"Yes","Accommodation"
3602534,152,"Yes","Accommodation"
3602443,190,"Yes","Activities"
3602775,142,"Yes","Activities"
3602948,190,"Yes","Activities"
3605214,195,"Yes","Activities"
3603248,145,"Yes","Accommodation"
3602732,203,"Yes","Accommodation"
3603214,141,"Yes","Activities"
3605209,131,"No","All"
3603281,138,"Yes","Accommodation"
3618281,148,"Yes","Accommodation"
3603348,140,"Yes","Accommodation"
3605409,172,"Yes","Accommodation"
3605418,178,"Yes","Accommodation"
3602800,154,"Yes","Accommodation"
3603449,146,"Yes","Accommodation"
3603598,156,"Yes","Accommodation"
3605734,160,"Yes","Accommodation"
3603850,136,"Yes","Accommodation"
3605734,161,"Yes","Transport"
3619215,143,"Yes","Accommodation"
3602732,204,"Yes","Activities"
3603483,141,"No","All"
3603849,138,"Yes","Activities"
3603549,145,"Yes","Activities"
3603850,138,"Yes","Activities"
3605818,168,"Yes","Activities"
3605525,191,"Yes","Activities"
3603850,137,"Yes","Transport"
3603009,125,"Yes","Activities"
3603134,143,"Yes","Transport"
3619333,113,"No","All"
3605850,153,"Yes","Activities"
3605850,152,"Yes","Accommodation"
3603248,146,"Yes","Activities"
3602977,150,"Yes","Activities"
3603134,142,"Yes","Accommodation"
3603949,130,"Yes","Activities"
3603145,150,"Yes","Activities"
3603025,151,"Yes","Transport"
3605875,194,"No","All"
3604068,158,"Yes","Accommodation"
3605877,155,"No","All"
3603134,144,"Yes","Activities"
3619348,179,"Yes","Activities"
3605882,210,"Yes","Accommodation"
3603145,149,"Yes","Transport"
3619348,177,"Yes","Accommodation"
3619348,178,"Yes","Transport"
3605866,160,"Yes","Accommodation"
3603352,146,"Yes","Accommodation"
3619367,152,"Yes","Accommodation"
3604148,130,"Yes","Accommodation"
3605907,189,"Yes","Accommodation"
3604215,138,"Yes","Accommodation"
3603479,128,"Yes","Accommodation"
3603554,157,"Yes","Accommodation"
3604382,152,"Yes","Accommodation"
3603479,129,"Yes","Activities"
3627556,130,"No","All"
3605907,191,"Yes","Activities"
3627605,148,"Yes","Activities"
3604416,146,"Yes","Transport"
3604417,163,"Yes","Accommodation"
3603877,145,"Yes","Accommodation"
3605907,190,"Yes","Transport"
3603454,146,"Yes","Accommodation"
3604335,139,"Yes","Accommodation"
3627605,147,"Yes","Accommodation"
3603802,112,"No","All"
3606159,192,"Yes","Activities"
3605882,211,"Yes","Activities"
3606275,172,"Yes","Activities"
3606418,169,"Yes","Activities"
3604703,124,"No","All"
3604583,141,"Yes","Transport"
3603554,158,"Yes","Transport"
3606511,201,"Yes","Accommodation"
3604583,140,"Yes","Accommodation"
3606418,168,"Yes","Accommodation"
3604354,144,"Yes","Accommodation"
3603595,147,"Yes","Activities"
3604800,143,"Yes","Activities"
3603595,146,"Yes","Accommodation"
3619834,139,"Yes","Activities"
3603554,159,"Yes","Activities"
3606275,171,"Yes","Accommodation"
3604469,129,"Yes","Accommodation"
3603988,146,"Yes","Transport"
3604566,170,"Yes","Accommodation"
3604395,137,"Yes","Accommodation"
3604819,145,"Yes","Accommodation"
3604445,146,"Yes","Accommodation"
3604935,145,"Yes","Accommodation"
3604985,148,"Yes","Accommodation"
3604969,151,"Yes","Activities"
3604656,131,"Yes","Activities"
3604547,147,"Yes","Activities"
3604649,137,"Yes","Activities"
3606952,157,"Yes","Activities"
3605120,165,"Yes","Activities"
3606704,138,"Yes","Accommodation"
3604986,148,"Yes","Accommodation"
3605002,177,"Yes","Accommodation"
3604629,146,"Yes","Accommodation"
3604547,146,"Yes","Accommodation"
3606888,164,"Yes","Accommodation"
3604672,162,"Yes","Accommodation"
3605102,123,"Yes","Activities"
3609910,166,"Yes","Activities"
3609910,165,"Yes","Accommodation"
3609862,164,"Yes","Transport"
3604754,143,"Yes","Accommodation"
3609905,167,"Yes","Accommodation"
3604779,153,"Yes","Accommodation"
3609862,163,"Yes","Accommodation"
3609971,175,"Yes","Activities"
3605271,150,"Yes","Activities"
3604440,144,"Yes","Transport"
3609960,143,"Yes","Accommodation"
3610028,137,"Yes","Accommodation"
3604799,140,"Yes","Accommodation"
3605271,149,"Yes","Accommodation"
3604831,134,"Yes","Accommodation"
3609971,174,"Yes","Accommodation"
3610021,145,"Yes","Accommodation"
3610128,164,"Yes","Accommodation"
3605074,145,"Yes","Accommodation"
3605106,149,"Yes","Accommodation"
3605117,153,"Yes","Accommodation"
3605354,192,"Yes","Accommodation"
3605108,143,"Yes","Accommodation"
3605333,166,"Yes","Accommodation"
3605122,148,"Yes","Transport"
3605570,194,"Yes","Accommodation"
3605570,195,"Yes","Transport"
3605540,137,"Yes","Transport"
3605687,148,"Yes","Accommodation"
3605354,193,"Yes","Activities"
3605570,196,"Yes","Activities"
3605540,138,"Yes","Activities"
3610421,166,"Yes","Activities"
3605739,189,"No","All"
3604663,154,"Yes","Activities"
3610505,205,"No","All"
3605299,192,"No","All"
3610271,152,"No","All"
3610330,176,"No","All"
3605333,167,"Yes","Transport"
3605688,158,"Yes","Transport"
3605722,126,"Yes","Accommodation"
3610421,165,"Yes","Accommodation"
3605687,149,"Yes","Transport"
3605608,162,"Yes","Accommodation"
3610557,118,"No","All"
3605774,160,"Yes","Activities"
3610598,123,"No","All"
3605792,166,"Yes","Activities"
3610546,142,"Yes","Transport"
3610539,145,"Yes","Transport"
3605774,158,"Yes","Accommodation"
3605887,151,"Yes","Accommodation"
3605749,186,"Yes","Accommodation"
3605792,164,"Yes","Accommodation"
3605774,159,"Yes","Transport"
3605983,174,"Yes","Transport"
3605801,156,"Yes","Accommodation"
3610823,140,"Yes","Accommodation"
3605792,165,"Yes","Transport"
3605983,173,"Yes","Accommodation"
3611105,139,"Yes","Accommodation"
3605924,183,"Yes","Accommodation"
3606292,204,"Yes","Accommodation"
3606374,176,"Yes","Accommodation"
3611116,132,"Yes","Accommodation"
3605688,159,"Yes","Activities"
3605956,180,"Yes","Activities"
3610971,117,"No","All"
3605910,118,"No","All"
3605967,187,"No","All"
3606292,205,"Yes","Activities"
3605687,150,"Yes","Activities"
3606192,190,"Yes","Activities"
3606372,127,"No","All"
3606511,202,"Yes","Activities"
3606662,165,"Yes","Activities"
3606440,217,"Yes","Activities"
3606440,215,"Yes","Accommodation"
3611191,155,"Yes","Accommodation"
3606440,216,"Yes","Transport"
3611255,140,"Yes","Accommodation"
3606756,144,"Yes","Accommodation"
3606701,211,"Yes","Accommodation"
3606992,161,"Yes","Accommodation"
3611314,150,"Yes","Accommodation"
3606701,212,"Yes","Transport"
3606992,162,"Yes","Transport"
3611334,140,"Yes","Accommodation"
3606794,184,"Yes","Accommodation"
3611384,140,"Yes","Accommodation"
3606701,213,"Yes","Activities"
3611748,104,"No","All"
3609814,153,"Yes","Activities"
3611557,123,"No","All"
3610031,204,"Yes","Activities"
3610085,220,"No","All"
3609814,152,"Yes","Accommodation"
3611457,156,"Yes","Accommodation"
3611132,156,"No","All"
3609914,181,"No","All"
3607021,167,"Yes","Activities"
3610082,184,"No","All"
3611307,151,"Yes","Transport"
3611532,148,"Yes","Accommodation"
3606992,163,"Yes","Activities"
3611334,141,"Yes","Activities"
3606794,185,"Yes","Activities"
3611782,135,"No","All"
3611618,112,"Yes","Accommodation"
3607021,165,"Yes","Accommodation"
3610048,160,"Yes","Accommodation"
3607021,166,"Yes","Transport"
3610048,161,"Yes","Transport"
3609879,213,"Yes","Accommodation"
3610052,160,"Yes","Accommodation"
3609927,163,"Yes","Accommodation"
3611818,200,"No","All"
3610265,198,"Yes","Accommodation"
3610317,180,"Yes","Activities"
3610318,141,"Yes","Activities"
3610334,138,"Yes","Activities"
3611891,130,"Yes","Activities"
3611934,130,"Yes","Activities"
3610265,199,"Yes","Transport"
3610045,148,"Yes","Accommodation"
3610282,174,"Yes","Transport"
3612011,147,"Yes","Transport"
3612043,121,"Yes","Accommodation"
3611852,128,"Yes","Accommodation"
3610199,139,"Yes","Accommodation"
3610282,173,"Yes","Accommodation"
3612043,122,"Yes","Transport"
3610154,130,"Yes","Accommodation"
3610265,200,"Yes","Activities"
3610369,158,"No","All"
3612109,138,"Yes","Accommodation"
3610238,204,"Yes","Activities"
3610518,163,"Yes","Activities"
3610161,159,"Yes","Accommodation"
3610518,161,"Yes","Accommodation"
3610238,203,"Yes","Transport"
3610518,162,"Yes","Transport"
3610320,184,"Yes","Accommodation"
3610320,186,"Yes","Activities"
3610379,149,"Yes","Activities"
3610154,132,"Yes","Activities"
3610406,138,"Yes","Activities"
3610154,131,"Yes","Transport"
3617382,185,"Yes","Accommodation"
3610379,148,"Yes","Accommodation"
3610413,190,"Yes","Accommodation"
3610479,142,"Yes","Accommodation"
3610650,143,"Yes","Accommodation"
3610320,185,"Yes","Transport"
3610422,194,"Yes","Accommodation"
3610488,209,"Yes","Accommodation"
3610148,230,"Yes","Activities"
3610640,142,"No","All"
3610702,151,"Yes","Transport"
3610497,174,"Yes","Accommodation"
3610750,129,"Yes","Accommodation"
3618118,145,"Yes","Accommodation"
3610488,211,"Yes","Activities"
3610803,173,"Yes","Activities"
3618002,141,"Yes","Activities"
3618127,154,"Yes","Activities"
3610765,143,"Yes","Activities"
3611104,150,"No","All"
3610488,210,"Yes","Transport"
3610902,214,"Yes","Accommodation"
3610729,147,"Yes","Accommodation"
3610702,152,"Yes","Activities"
3610750,130,"Yes","Activities"
3618118,146,"Yes","Activities"
3610902,216,"Yes","Activities"
3618300,166,"Yes","Accommodation"
3618241,139,"Yes","Transport"
3618336,162,"Yes","Accommodation"
3618336,163,"Yes","Transport"
3618343,140,"Yes","Transport"
3610906,142,"Yes","Accommodation"
3610972,151,"Yes","Accommodation"
3610613,156,"Yes","Transport"
3618368,170,"Yes","Accommodation"
3610902,215,"Yes","Transport"
3618241,138,"Yes","Accommodation"
3610765,142,"Yes","Accommodation"
3611387,141,"Yes","Accommodation"
3611533,142,"Yes","Accommodation"
3610699,155,"No","All"
3618368,171,"Yes","Activities"
3611649,133,"Yes","Accommodation"
3618645,136,"Yes","Accommodation"
3618793,175,"Yes","Transport"
3611524,161,"Yes","Accommodation"
3618993,169,"Yes","Accommodation"
3611736,201,"Yes","Transport"
3618768,182,"No","All"
3611649,134,"Yes","Transport"
3611649,135,"Yes","Activities"
3611699,134,"Yes","Accommodation"
3618793,174,"Yes","Accommodation"
3618343,141,"Yes","Activities"
3611520,147,"Yes","Activities"
3611751,140,"Yes","Transport"
3611783,149,"Yes","Transport"
3611910,153,"Yes","Accommodation"
3611953,140,"Yes","Transport"
3611506,173,"Yes","Activities"
3611985,145,"Yes","Activities"
3611783,148,"Yes","Accommodation"
3611940,145,"Yes","Accommodation"
3619197,178,"Yes","Accommodation"
3611944,138,"Yes","Accommodation"
3611985,144,"Yes","Accommodation"
3612037,137,"Yes","Accommodation"
3617184,182,"Yes","Accommodation"
3611465,121,"No","All"
3611533,143,"Yes","Activities"
3617285,140,"No","All"
3619481,155,"Yes","Activities"
3619277,231,"Yes","Accommodation"
3619536,179,"Yes","Accommodation"
3619345,194,"Yes","Transport"
3617315,218,"Yes","Accommodation"
3619595,152,"Yes","Accommodation"
3617835,166,"Yes","Transport"
3618154,127,"Yes","Accommodation"
3611839,148,"Yes","Accommodation"
3611835,136,"Yes","Accommodation"
3619345,193,"Yes","Accommodation"
3617315,219,"Yes","Transport"
3627517,157,"Yes","Accommodation"
3619277,232,"Yes","Activities"
3618144,137,"Yes","Activities"
3627603,147,"Yes","Activities"
3617190,153,"No","All"
3612101,143,"Yes","Transport"
3619481,154,"Yes","Transport"
3617835,165,"Yes","Accommodation"
3617315,220,"Yes","Activities"
3618428,307,"No","All"
3617836,181,"Yes","Activities"
3618054,136,"No","All"
3617835,167,"Yes","Activities"
3618444,154,"Yes","Activities"
3618144,135,"Yes","Accommodation"
3618590,164,"Yes","Accommodation"
3618644,156,"Yes","Activities"
3618660,127,"No","All"
3618757,168,"No","All"
3618806,173,"Yes","Activities"
3618644,155,"Yes","Transport"
3618674,161,"Yes","Transport"
3618644,154,"Yes","Accommodation"
3618806,172,"Yes","Accommodation"
3618144,136,"Yes","Transport"
3618907,150,"Yes","Accommodation"
3618824,153,"Yes","Accommodation"
3618824,154,"Yes","Activities"
3618569,160,"No","All"
3618941,172,"No","All"
3619259,132,"No","All"
3619321,172,"No","All"
3618960,167,"Yes","Activities"
3619190,216,"Yes","Activities"
3618975,154,"No","All"
3618876,208,"Yes","Accommodation"
3618960,166,"Yes","Transport"
3619330,159,"Yes","Accommodation"
3618960,165,"Yes","Accommodation"
3619491,169,"Yes","Accommodation"
3619441,197,"No","All"
3619564,172,"Yes","Activities"
3619591,144,"Yes","Accommodation"
3619564,170,"Yes","Accommodation"
3619359,191,"Yes","Activities"
3619809,170,"Yes","Accommodation"
3619580,139,"No","All"
3619603,144,"No","All"
3619809,172,"Yes","Activities"
3618901,152,"Yes","Accommodation"
3619546,148,"Yes","Activities"
3627531,182,"Yes","Activities"
3619698,175,"Yes","Activities"
3619809,171,"Yes","Transport"
3627531,181,"Yes","Accommodation"
3619564,171,"Yes","Transport"
